Data,Quantidade(mm)
15/03/45,0
16/03/45,0
17/03/45,0
18/03/45,0
19/03/45,0
20/03/45,12
21/03/45,27.6
22/03/45,21.5
23/03/45,26
24/03/45,0.8
25/03/45,30
26/03/45,23.5
27/03/45,33
28/03/45,0
29/03/45,0
30/03/45,0
31/03/45,0
01/04/45,8.5
02/04/45,0
03/04/45,0
04/04/45,0
05/04/45,12.6
06/04/45,17
07/04/45,18
08/04/45,0
09/04/45,0
10/04/45,0
11/04/45,0
12/04/45,0
13/04/45,0
14/04/45,0
15/04/45,0
16/04/45,0
17/04/45,0
18/04/45,49.6
19/04/45,0
20/04/45,36
21/04/45,0
22/04/45,0.9
23/04/45,0
24/04/45,0
25/04/45,0
26/04/45,0
27/04/45,0
28/04/45,0
29/04/45,0
30/04/45,9.2
01/05/45,0
02/05/45,0
03/05/45,0
04/05/45,0
05/05/45,0
06/05/45,0
07/05/45,0
08/05/45,0
09/05/45,0
10/05/45,0
11/05/45,0
12/05/45,0
13/05/45,0
14/05/45,0
15/05/45,0
16/05/45,0
17/05/45,0.5
18/05/45,0
19/05/45,0
20/05/45,0
21/05/45,0
22/05/45,0
23/05/45,0
24/05/45,0
25/05/45,0
26/05/45,0
27/05/45,0
28/05/45,0
29/05/45,0
30/05/45,0
31/05/45,0
01/06/45,0
02/06/45,0
03/06/45,0
04/06/45,0
05/06/45,0
06/06/45,0.3
07/06/45,0
08/06/45,0
09/06/45,0
10/06/45,0
11/06/45,0
12/06/45,0
13/06/45,0
14/06/45,0
15/06/45,0
16/06/45,0
17/06/45,0
18/06/45,0
19/06/45,0
20/06/45,0.4
21/06/45,0
22/06/45,0
23/06/45,0
24/06/45,0
25/06/45,0.6
26/06/45,0
27/06/45,0
28/06/45,0
29/06/45,0
30/06/45,0
01/07/45,0
02/07/45,0
03/07/45,0
04/07/45,0
05/07/45,0.3
06/07/45,0
07/07/45,0.3
08/07/45,0
09/07/45,0
10/07/45,0
11/07/45,0
12/07/45,0
13/07/45,0
14/07/45,0
15/07/45,0
16/07/45,0
17/07/45,0
18/07/45,0
19/07/45,0
20/07/45,0
21/07/45,0
22/07/45,0
23/07/45,0
24/07/45,0
25/07/45,0
26/07/45,0
27/07/45,0
28/07/45,0
29/07/45,0
30/07/45,0
31/07/45,0
01/08/45,0
02/08/45,0
03/08/45,0
04/08/45,0
05/08/45,0
06/08/45,0
07/08/45,0
08/08/45,0
09/08/45,0
10/08/45,0
11/08/45,0
12/08/45,0
13/08/45,0
14/08/45,0
15/08/45,0
16/08/45,0
17/08/45,0
18/08/45,0
19/08/45,0
20/08/45,0
21/08/45,0
22/08/45,0
23/08/45,0
24/08/45,0
25/08/45,0
26/08/45,0
27/08/45,0
28/08/45,0
29/08/45,0
30/08/45,0
31/08/45,0
01/09/45,0
02/09/45,0
03/09/45,0
04/09/45,0
05/09/45,0
06/09/45,0
07/09/45,0
08/09/45,0
09/09/45,0
10/09/45,0
11/09/45,0
12/09/45,0
13/09/45,0
14/09/45,0
15/09/45,0
16/09/45,4.7
17/09/45,6.5
18/09/45,0
19/09/45,0
20/09/45,0
21/09/45,0
22/09/45,0
23/09/45,0
24/09/45,0
25/09/45,0
26/09/45,0
27/09/45,0
28/09/45,0
29/09/45,0
30/09/45,0
01/10/45,0
02/10/45,0.6
03/10/45,0
04/10/45,34.4
05/10/45,0
06/10/45,0
07/10/45,0
08/10/45,0
09/10/45,41
10/10/45,4.1
11/10/45,0
12/10/45,0
13/10/45,0
14/10/45,0
15/10/45,0
16/10/45,0
17/10/45,0
18/10/45,20.2
19/10/45,0
20/10/45,0
21/10/45,0
22/10/45,0
23/10/45,0
24/10/45,0
25/10/45,0
26/10/45,6
27/10/45,0
28/10/45,0
29/10/45,9.5
30/10/45,0
31/10/45,0
01/11/45,22.4
02/11/45,11.1
03/11/45,25.5
04/11/45,0
05/11/45,0
06/11/45,22
07/11/45,0
08/11/45,8
09/11/45,10
10/11/45,0
11/11/45,47.6
12/11/45,0
13/11/45,25.5
14/11/45,52.3
15/11/45,0
16/11/45,0
17/11/45,0
18/11/45,13.8
19/11/45,0
20/11/45,0
21/11/45,5.5
22/11/45,5.3
23/11/45,0
24/11/45,4
25/11/45,24
26/11/45,0
27/11/45,36.8
28/11/45,23.8
29/11/45,0
30/11/45,0
01/12/45,0
02/12/45,0
03/12/45,0
04/12/45,0
05/12/45,0
06/12/45,18
07/12/45,16.8
08/12/45,17
09/12/45,0
10/12/45,17.6
11/12/45,0
12/12/45,0
13/12/45,9.9
14/12/45,7
15/12/45,15.5
16/12/45,0
17/12/45,19
18/12/45,37
19/12/45,33.3
20/12/45,0
21/12/45,0
22/12/45,0
23/12/45,0
24/12/45,0
25/12/45,0
26/12/45,31
27/12/45,0
28/12/45,23
29/12/45,58
30/12/45,0.8
31/12/45,54
01/01/46,
02/01/46,
03/01/46,
04/01/46,
05/01/46,
06/01/46,
07/01/46,
08/01/46,
09/01/46,
10/01/46,
11/01/46,
12/01/46,
13/01/46,
14/01/46,
15/01/46,
16/01/46,
17/01/46,
18/01/46,
19/01/46,
20/01/46,
21/01/46,
22/01/46,
23/01/46,
24/01/46,
25/01/46,
26/01/46,
27/01/46,
28/01/46,
29/01/46,
30/01/46,
31/01/46,
01/02/46,
02/02/46,
03/02/46,
04/02/46,
05/02/46,
06/02/46,
07/02/46,
08/02/46,
09/02/46,
10/02/46,
11/02/46,
12/02/46,
13/02/46,
14/02/46,
15/02/46,
16/02/46,
17/02/46,
18/02/46,
19/02/46,
20/02/46,
21/02/46,
22/02/46,
23/02/46,
24/02/46,
25/02/46,
26/02/46,
27/02/46,
28/02/46,
01/03/46,
02/03/46,
03/03/46,
04/03/46,
05/03/46,
06/03/46,
07/03/46,
08/03/46,
09/03/46,
10/03/46,
11/03/46,
12/03/46,
13/03/46,
14/03/46,
15/03/46,
16/03/46,
17/03/46,
18/03/46,
19/03/46,
20/03/46,
21/03/46,
22/03/46,
23/03/46,
24/03/46,
25/03/46,
26/03/46,
27/03/46,
28/03/46,
29/03/46,
30/03/46,
31/03/46,
01/04/46,
02/04/46,
03/04/46,
04/04/46,
05/04/46,
06/04/46,
07/04/46,
08/04/46,
09/04/46,
10/04/46,
11/04/46,
12/04/46,
13/04/46,
14/04/46,
15/04/46,
16/04/46,
17/04/46,
18/04/46,
19/04/46,
20/04/46,
21/04/46,
22/04/46,
23/04/46,
24/04/46,
25/04/46,
26/04/46,
27/04/46,
28/04/46,
29/04/46,
30/04/46,
01/05/46,
02/05/46,
03/05/46,
04/05/46,
05/05/46,
06/05/46,
07/05/46,
08/05/46,
09/05/46,
10/05/46,
11/05/46,
12/05/46,
13/05/46,
14/05/46,
15/05/46,
16/05/46,
17/05/46,
18/05/46,
19/05/46,
20/05/46,
21/05/46,
22/05/46,
23/05/46,
24/05/46,
25/05/46,
26/05/46,
27/05/46,
28/05/46,
29/05/46,
30/05/46,
31/05/46,
01/06/46,
02/06/46,
03/06/46,
04/06/46,
05/06/46,
06/06/46,
07/06/46,
08/06/46,
09/06/46,
10/06/46,
11/06/46,
12/06/46,
13/06/46,
14/06/46,
15/06/46,
16/06/46,
17/06/46,
18/06/46,
19/06/46,
20/06/46,
21/06/46,
22/06/46,
23/06/46,
24/06/46,
25/06/46,
26/06/46,
27/06/46,
28/06/46,
29/06/46,
30/06/46,
01/07/46,
02/07/46,
03/07/46,
04/07/46,
05/07/46,
06/07/46,
07/07/46,
08/07/46,
09/07/46,
10/07/46,
11/07/46,
12/07/46,
13/07/46,
14/07/46,
15/07/46,
16/07/46,
17/07/46,
18/07/46,
19/07/46,
20/07/46,
21/07/46,
22/07/46,
23/07/46,
24/07/46,
25/07/46,
26/07/46,
27/07/46,
28/07/46,
29/07/46,
30/07/46,
31/07/46,
01/08/46,
02/08/46,
03/08/46,
04/08/46,
05/08/46,
06/08/46,
07/08/46,
08/08/46,
09/08/46,
10/08/46,
11/08/46,
12/08/46,
13/08/46,
14/08/46,
15/08/46,
16/08/46,
17/08/46,
18/08/46,
19/08/46,
20/08/46,
21/08/46,
22/08/46,
23/08/46,
24/08/46,
25/08/46,
26/08/46,
27/08/46,
28/08/46,
29/08/46,
30/08/46,
31/08/46,
01/09/46,
02/09/46,
03/09/46,
04/09/46,
05/09/46,
06/09/46,
07/09/46,
08/09/46,
09/09/46,
10/09/46,
11/09/46,
12/09/46,
13/09/46,
14/09/46,
15/09/46,
16/09/46,
17/09/46,
18/09/46,
19/09/46,
20/09/46,
21/09/46,
22/09/46,
23/09/46,
24/09/46,
25/09/46,
26/09/46,
27/09/46,
28/09/46,
29/09/46,
30/09/46,
01/10/46,
02/10/46,
03/10/46,
04/10/46,
05/10/46,
06/10/46,
07/10/46,
08/10/46,
09/10/46,
10/10/46,
11/10/46,
12/10/46,
13/10/46,
14/10/46,
15/10/46,
16/10/46,
17/10/46,
18/10/46,
19/10/46,
20/10/46,
21/10/46,
22/10/46,
23/10/46,
24/10/46,
25/10/46,
26/10/46,
27/10/46,
28/10/46,
29/10/46,
30/10/46,
31/10/46,
01/11/46,
02/11/46,
03/11/46,
04/11/46,
05/11/46,
06/11/46,
07/11/46,
08/11/46,
09/11/46,
10/11/46,
11/11/46,
12/11/46,
13/11/46,
14/11/46,
15/11/46,
16/11/46,
17/11/46,
18/11/46,
19/11/46,
20/11/46,
21/11/46,
22/11/46,
23/11/46,
24/11/46,
25/11/46,
26/11/46,
27/11/46,
28/11/46,
29/11/46,
30/11/46,
01/12/46,
02/12/46,
03/12/46,
04/12/46,
05/12/46,
06/12/46,
07/12/46,
08/12/46,
09/12/46,
10/12/46,
11/12/46,
12/12/46,
13/12/46,
14/12/46,
15/12/46,
16/12/46,
17/12/46,
18/12/46,
19/12/46,
20/12/46,
21/12/46,
22/12/46,
23/12/46,
24/12/46,
25/12/46,
26/12/46,
27/12/46,
28/12/46,
29/12/46,
30/12/46,
31/12/46,
01/01/47,
02/01/47,
03/01/47,
04/01/47,
05/01/47,
06/01/47,
07/01/47,
08/01/47,
09/01/47,
10/01/47,
11/01/47,
12/01/47,
13/01/47,
14/01/47,
15/01/47,
16/01/47,
17/01/47,
18/01/47,
19/01/47,
20/01/47,
21/01/47,
22/01/47,
23/01/47,
24/01/47,
25/01/47,
26/01/47,
27/01/47,
28/01/47,
29/01/47,
30/01/47,
31/01/47,
01/02/47,
02/02/47,
03/02/47,
04/02/47,
05/02/47,
06/02/47,
07/02/47,
08/02/47,
09/02/47,
10/02/47,
11/02/47,
12/02/47,
13/02/47,
14/02/47,
15/02/47,
16/02/47,
17/02/47,
18/02/47,
19/02/47,
20/02/47,
21/02/47,
22/02/47,
23/02/47,
24/02/47,
25/02/47,
26/02/47,
27/02/47,
28/02/47,
01/03/47,
02/03/47,
03/03/47,
04/03/47,
05/03/47,
06/03/47,
07/03/47,
08/03/47,
09/03/47,
10/03/47,
11/03/47,
12/03/47,
13/03/47,
14/03/47,
15/03/47,
16/03/47,
17/03/47,
18/03/47,
19/03/47,
20/03/47,
21/03/47,
22/03/47,
23/03/47,
24/03/47,
25/03/47,
26/03/47,
27/03/47,
28/03/47,
29/03/47,
30/03/47,
31/03/47,
01/04/47,
02/04/47,
03/04/47,
04/04/47,
05/04/47,
06/04/47,
07/04/47,
08/04/47,
09/04/47,
10/04/47,
11/04/47,
12/04/47,
13/04/47,
14/04/47,
15/04/47,
16/04/47,
17/04/47,
18/04/47,
19/04/47,
20/04/47,
21/04/47,
22/04/47,
23/04/47,
24/04/47,
25/04/47,
26/04/47,
27/04/47,
28/04/47,
29/04/47,
30/04/47,
01/05/47,
02/05/47,
03/05/47,
04/05/47,
05/05/47,
06/05/47,
07/05/47,
08/05/47,
09/05/47,
10/05/47,
11/05/47,
12/05/47,
13/05/47,
14/05/47,
15/05/47,
16/05/47,
17/05/47,
18/05/47,
19/05/47,
20/05/47,
21/05/47,
22/05/47,
23/05/47,
24/05/47,
25/05/47,
26/05/47,
27/05/47,
28/05/47,
29/05/47,
30/05/47,
31/05/47,
01/06/47,
02/06/47,
03/06/47,
04/06/47,
05/06/47,
06/06/47,
07/06/47,
08/06/47,
09/06/47,
10/06/47,
11/06/47,
12/06/47,
13/06/47,
14/06/47,
15/06/47,
16/06/47,
17/06/47,
18/06/47,
19/06/47,
20/06/47,
21/06/47,
22/06/47,
23/06/47,
24/06/47,
25/06/47,
26/06/47,
27/06/47,
28/06/47,
29/06/47,
30/06/47,
01/07/47,
02/07/47,
03/07/47,
04/07/47,
05/07/47,
06/07/47,
07/07/47,
08/07/47,
09/07/47,
10/07/47,
11/07/47,
12/07/47,
13/07/47,
14/07/47,
15/07/47,
16/07/47,
17/07/47,
18/07/47,
19/07/47,
20/07/47,
21/07/47,
22/07/47,
23/07/47,
24/07/47,
25/07/47,
26/07/47,
27/07/47,
28/07/47,
29/07/47,
30/07/47,
31/07/47,
01/08/47,
02/08/47,
03/08/47,
04/08/47,
05/08/47,
06/08/47,
07/08/47,
08/08/47,
09/08/47,
10/08/47,
11/08/47,
12/08/47,
13/08/47,
14/08/47,
15/08/47,
16/08/47,
17/08/47,
18/08/47,
19/08/47,
20/08/47,
21/08/47,
22/08/47,
23/08/47,
24/08/47,
25/08/47,
26/08/47,
27/08/47,
28/08/47,
29/08/47,
30/08/47,
31/08/47,
01/09/47,
02/09/47,
03/09/47,
04/09/47,
05/09/47,
06/09/47,
07/09/47,
08/09/47,
09/09/47,
10/09/47,
11/09/47,
12/09/47,
13/09/47,
14/09/47,
15/09/47,
16/09/47,
17/09/47,
18/09/47,
19/09/47,
20/09/47,
21/09/47,
22/09/47,
23/09/47,
24/09/47,
25/09/47,
26/09/47,
27/09/47,
28/09/47,
29/09/47,
30/09/47,
01/10/47,
02/10/47,
03/10/47,
04/10/47,
05/10/47,
06/10/47,
07/10/47,
08/10/47,
09/10/47,
10/10/47,
11/10/47,
12/10/47,
13/10/47,
14/10/47,
15/10/47,
16/10/47,
17/10/47,
18/10/47,
19/10/47,
20/10/47,
21/10/47,
22/10/47,
23/10/47,
24/10/47,
25/10/47,
26/10/47,
27/10/47,
28/10/47,
29/10/47,
30/10/47,
31/10/47,
01/11/47,
02/11/47,
03/11/47,
04/11/47,
05/11/47,
06/11/47,
07/11/47,
08/11/47,
09/11/47,
10/11/47,
11/11/47,
12/11/47,
13/11/47,
14/11/47,
15/11/47,
16/11/47,
17/11/47,
18/11/47,
19/11/47,
20/11/47,
21/11/47,
22/11/47,
23/11/47,
24/11/47,
25/11/47,
26/11/47,
27/11/47,
28/11/47,
29/11/47,
30/11/47,
01/12/47,
02/12/47,
03/12/47,
04/12/47,
05/12/47,
06/12/47,
07/12/47,
08/12/47,
09/12/47,
10/12/47,
11/12/47,
12/12/47,
13/12/47,
14/12/47,
15/12/47,
16/12/47,
17/12/47,
18/12/47,
19/12/47,
20/12/47,
21/12/47,
22/12/47,
23/12/47,
24/12/47,
25/12/47,
26/12/47,
27/12/47,
28/12/47,
29/12/47,
30/12/47,
31/12/47,
01/01/48,
02/01/48,
03/01/48,
04/01/48,
05/01/48,
06/01/48,
07/01/48,
08/01/48,
09/01/48,
10/01/48,
11/01/48,
12/01/48,
13/01/48,
14/01/48,
15/01/48,
16/01/48,
17/01/48,
18/01/48,
19/01/48,
20/01/48,
21/01/48,
22/01/48,
23/01/48,
24/01/48,
25/01/48,
26/01/48,
27/01/48,
28/01/48,
29/01/48,
30/01/48,
31/01/48,
01/02/48,
02/02/48,
03/02/48,
04/02/48,
05/02/48,
06/02/48,
07/02/48,
08/02/48,
09/02/48,
10/02/48,
11/02/48,
12/02/48,
13/02/48,
14/02/48,
15/02/48,
16/02/48,
17/02/48,
18/02/48,
19/02/48,
20/02/48,
21/02/48,
22/02/48,
23/02/48,
24/02/48,
25/02/48,
26/02/48,
27/02/48,
28/02/48,
29/02/48,
01/03/48,
02/03/48,
03/03/48,
04/03/48,
05/03/48,
06/03/48,
07/03/48,
08/03/48,
09/03/48,
10/03/48,
11/03/48,
12/03/48,
13/03/48,
14/03/48,
15/03/48,
16/03/48,
17/03/48,
18/03/48,
19/03/48,
20/03/48,
21/03/48,
22/03/48,
23/03/48,
24/03/48,
25/03/48,
26/03/48,
27/03/48,
28/03/48,
29/03/48,
30/03/48,
31/03/48,
01/04/48,
02/04/48,
03/04/48,
04/04/48,
05/04/48,
06/04/48,
07/04/48,
08/04/48,
09/04/48,
10/04/48,
11/04/48,
12/04/48,
13/04/48,
14/04/48,
15/04/48,
16/04/48,
17/04/48,
18/04/48,
19/04/48,
20/04/48,
21/04/48,
22/04/48,
23/04/48,
24/04/48,
25/04/48,
26/04/48,
27/04/48,
28/04/48,
29/04/48,
30/04/48,
01/05/48,
02/05/48,
03/05/48,
04/05/48,
05/05/48,
06/05/48,
07/05/48,
08/05/48,
09/05/48,
10/05/48,
11/05/48,
12/05/48,
13/05/48,
14/05/48,
15/05/48,
16/05/48,
17/05/48,
18/05/48,
19/05/48,
20/05/48,
21/05/48,
22/05/48,
23/05/48,
24/05/48,
25/05/48,
26/05/48,
27/05/48,
28/05/48,
29/05/48,
30/05/48,
31/05/48,
01/06/48,
02/06/48,
03/06/48,
04/06/48,
05/06/48,
06/06/48,
07/06/48,
08/06/48,
09/06/48,
10/06/48,
11/06/48,
12/06/48,
13/06/48,
14/06/48,
15/06/48,
16/06/48,
17/06/48,
18/06/48,
19/06/48,
20/06/48,
21/06/48,
22/06/48,
23/06/48,
24/06/48,
25/06/48,
26/06/48,
27/06/48,
28/06/48,
29/06/48,
30/06/48,
01/07/48,
02/07/48,
03/07/48,
04/07/48,
05/07/48,
06/07/48,
07/07/48,
08/07/48,
09/07/48,
10/07/48,
11/07/48,
12/07/48,
13/07/48,
14/07/48,
15/07/48,
16/07/48,
17/07/48,
18/07/48,
19/07/48,
20/07/48,
21/07/48,
22/07/48,
23/07/48,
24/07/48,
25/07/48,
26/07/48,
27/07/48,
28/07/48,
29/07/48,
30/07/48,
31/07/48,
01/08/48,
02/08/48,
03/08/48,
04/08/48,
05/08/48,
06/08/48,
07/08/48,
08/08/48,
09/08/48,
10/08/48,
11/08/48,
12/08/48,
13/08/48,
14/08/48,
15/08/48,
16/08/48,
17/08/48,
18/08/48,
19/08/48,
20/08/48,
21/08/48,
22/08/48,
23/08/48,
24/08/48,
25/08/48,
26/08/48,
27/08/48,
28/08/48,
29/08/48,
30/08/48,
31/08/48,
01/09/48,
02/09/48,
03/09/48,
04/09/48,
05/09/48,
06/09/48,
07/09/48,
08/09/48,
09/09/48,
10/09/48,
11/09/48,
12/09/48,
13/09/48,
14/09/48,
15/09/48,
16/09/48,
17/09/48,
18/09/48,
19/09/48,
20/09/48,
21/09/48,
22/09/48,
23/09/48,
24/09/48,
25/09/48,
26/09/48,
27/09/48,
28/09/48,
29/09/48,
30/09/48,
01/10/48,
02/10/48,
03/10/48,
04/10/48,
05/10/48,
06/10/48,
07/10/48,
08/10/48,
09/10/48,
10/10/48,
11/10/48,
12/10/48,
13/10/48,
14/10/48,
15/10/48,
16/10/48,
17/10/48,
18/10/48,
19/10/48,
20/10/48,
21/10/48,
22/10/48,
23/10/48,
24/10/48,
25/10/48,
26/10/48,
27/10/48,
28/10/48,
29/10/48,
30/10/48,
31/10/48,
01/11/48,
02/11/48,
03/11/48,
04/11/48,
05/11/48,
06/11/48,
07/11/48,
08/11/48,
09/11/48,
10/11/48,
11/11/48,
12/11/48,
13/11/48,
14/11/48,
15/11/48,
16/11/48,
17/11/48,
18/11/48,
19/11/48,
20/11/48,
21/11/48,
22/11/48,
23/11/48,
24/11/48,
25/11/48,
26/11/48,
27/11/48,
28/11/48,
29/11/48,
30/11/48,
01/12/48,
02/12/48,
03/12/48,
04/12/48,
05/12/48,
06/12/48,
07/12/48,
08/12/48,
09/12/48,
10/12/48,
11/12/48,
12/12/48,
13/12/48,
14/12/48,
15/12/48,
16/12/48,
17/12/48,
18/12/48,
19/12/48,
20/12/48,
21/12/48,
22/12/48,
23/12/48,
24/12/48,
25/12/48,
26/12/48,
27/12/48,
28/12/48,
29/12/48,
30/12/48,
31/12/48,
01/01/49,
02/01/49,
03/01/49,
04/01/49,
05/01/49,
06/01/49,
07/01/49,
08/01/49,
09/01/49,
10/01/49,
11/01/49,
12/01/49,
13/01/49,
14/01/49,
15/01/49,
16/01/49,
17/01/49,
18/01/49,
19/01/49,
20/01/49,
21/01/49,
22/01/49,
23/01/49,
24/01/49,
25/01/49,
26/01/49,
27/01/49,
28/01/49,
29/01/49,
30/01/49,
31/01/49,
01/02/49,
02/02/49,
03/02/49,
04/02/49,
05/02/49,
06/02/49,
07/02/49,
08/02/49,
09/02/49,
10/02/49,
11/02/49,
12/02/49,
13/02/49,
14/02/49,
15/02/49,
16/02/49,
17/02/49,
18/02/49,
19/02/49,
20/02/49,
21/02/49,
22/02/49,
23/02/49,
24/02/49,
25/02/49,
26/02/49,
27/02/49,
28/02/49,
01/03/49,
02/03/49,
03/03/49,
04/03/49,
05/03/49,
06/03/49,
07/03/49,
08/03/49,
09/03/49,
10/03/49,
11/03/49,
12/03/49,
13/03/49,
14/03/49,
15/03/49,
16/03/49,
17/03/49,
18/03/49,
19/03/49,
20/03/49,
21/03/49,
22/03/49,
23/03/49,
24/03/49,
25/03/49,
26/03/49,
27/03/49,
28/03/49,
29/03/49,
30/03/49,
31/03/49,
01/04/49,
02/04/49,
03/04/49,
04/04/49,
05/04/49,
06/04/49,
07/04/49,
08/04/49,
09/04/49,
10/04/49,
11/04/49,
12/04/49,
13/04/49,
14/04/49,
15/04/49,
16/04/49,
17/04/49,
18/04/49,
19/04/49,
20/04/49,
21/04/49,
22/04/49,
23/04/49,
24/04/49,
25/04/49,
26/04/49,
27/04/49,
28/04/49,
29/04/49,
30/04/49,
01/05/49,
02/05/49,
03/05/49,
04/05/49,
05/05/49,
06/05/49,
07/05/49,
08/05/49,
09/05/49,
10/05/49,
11/05/49,
12/05/49,
13/05/49,
14/05/49,
15/05/49,
16/05/49,
17/05/49,
18/05/49,
19/05/49,
20/05/49,
21/05/49,
22/05/49,
23/05/49,
24/05/49,
25/05/49,
26/05/49,
27/05/49,
28/05/49,
29/05/49,
30/05/49,
31/05/49,
01/06/49,
02/06/49,
03/06/49,
04/06/49,
05/06/49,
06/06/49,
07/06/49,
08/06/49,
09/06/49,
10/06/49,
11/06/49,
12/06/49,
13/06/49,
14/06/49,
15/06/49,
16/06/49,
17/06/49,
18/06/49,
19/06/49,
20/06/49,
21/06/49,
22/06/49,
23/06/49,
24/06/49,
25/06/49,
26/06/49,
27/06/49,
28/06/49,
29/06/49,
30/06/49,
01/07/49,
02/07/49,
03/07/49,
04/07/49,
05/07/49,
06/07/49,
07/07/49,
08/07/49,
09/07/49,
10/07/49,
11/07/49,
12/07/49,
13/07/49,
14/07/49,
15/07/49,
16/07/49,
17/07/49,
18/07/49,
19/07/49,
20/07/49,
21/07/49,
22/07/49,
23/07/49,
24/07/49,
25/07/49,
26/07/49,
27/07/49,
28/07/49,
29/07/49,
30/07/49,
31/07/49,
01/08/49,
02/08/49,
03/08/49,
04/08/49,
05/08/49,
06/08/49,
07/08/49,
08/08/49,
09/08/49,
10/08/49,
11/08/49,
12/08/49,
13/08/49,
14/08/49,
15/08/49,
16/08/49,
17/08/49,
18/08/49,
19/08/49,
20/08/49,
21/08/49,
22/08/49,
23/08/49,
24/08/49,
25/08/49,
26/08/49,
27/08/49,
28/08/49,
29/08/49,
30/08/49,
31/08/49,
01/09/49,
02/09/49,
03/09/49,
04/09/49,
05/09/49,
06/09/49,
07/09/49,
08/09/49,
09/09/49,
10/09/49,
11/09/49,
12/09/49,
13/09/49,
14/09/49,
15/09/49,
16/09/49,
17/09/49,
18/09/49,
19/09/49,
20/09/49,
21/09/49,
22/09/49,
23/09/49,
24/09/49,
25/09/49,
26/09/49,
27/09/49,
28/09/49,
29/09/49,
30/09/49,
01/10/49,
02/10/49,
03/10/49,
04/10/49,
05/10/49,
06/10/49,
07/10/49,
08/10/49,
09/10/49,
10/10/49,
11/10/49,
12/10/49,
13/10/49,
14/10/49,
15/10/49,
16/10/49,
17/10/49,
18/10/49,
19/10/49,
20/10/49,
21/10/49,
22/10/49,
23/10/49,
24/10/49,
25/10/49,
26/10/49,
27/10/49,
28/10/49,
29/10/49,
30/10/49,
31/10/49,
01/11/49,
02/11/49,
03/11/49,
04/11/49,
05/11/49,
06/11/49,
07/11/49,
08/11/49,
09/11/49,
10/11/49,
11/11/49,
12/11/49,
13/11/49,
14/11/49,
15/11/49,
16/11/49,
17/11/49,
18/11/49,
19/11/49,
20/11/49,
21/11/49,
22/11/49,
23/11/49,
24/11/49,
25/11/49,
26/11/49,
27/11/49,
28/11/49,
29/11/49,
30/11/49,
01/12/49,
02/12/49,
03/12/49,
04/12/49,
05/12/49,
06/12/49,
07/12/49,
08/12/49,
09/12/49,
10/12/49,
11/12/49,
12/12/49,
13/12/49,
14/12/49,
15/12/49,
16/12/49,
17/12/49,
18/12/49,
19/12/49,
20/12/49,
21/12/49,
22/12/49,
23/12/49,
24/12/49,
25/12/49,
26/12/49,
27/12/49,
28/12/49,
29/12/49,
30/12/49,
31/12/49,
01/01/50,
02/01/50,
03/01/50,
04/01/50,
05/01/50,
06/01/50,
07/01/50,
08/01/50,
09/01/50,
10/01/50,
11/01/50,
12/01/50,
13/01/50,
14/01/50,
15/01/50,
16/01/50,
17/01/50,
18/01/50,
19/01/50,
20/01/50,
21/01/50,
22/01/50,
23/01/50,
24/01/50,
25/01/50,
26/01/50,
27/01/50,
28/01/50,
29/01/50,
30/01/50,
31/01/50,
01/02/50,
02/02/50,
03/02/50,
04/02/50,
05/02/50,
06/02/50,
07/02/50,
08/02/50,
09/02/50,
10/02/50,
11/02/50,
12/02/50,
13/02/50,
14/02/50,
15/02/50,
16/02/50,
17/02/50,
18/02/50,
19/02/50,
20/02/50,
21/02/50,
22/02/50,
23/02/50,
24/02/50,
25/02/50,
26/02/50,
27/02/50,
28/02/50,
01/03/50,
02/03/50,
03/03/50,
04/03/50,
05/03/50,
06/03/50,
07/03/50,
08/03/50,
09/03/50,
10/03/50,
11/03/50,
12/03/50,
13/03/50,
14/03/50,
15/03/50,
16/03/50,
17/03/50,
18/03/50,
19/03/50,
20/03/50,
21/03/50,
22/03/50,
23/03/50,
24/03/50,
25/03/50,
26/03/50,
27/03/50,
28/03/50,
29/03/50,
30/03/50,
31/03/50,
01/04/50,
02/04/50,
03/04/50,
04/04/50,
05/04/50,
06/04/50,
07/04/50,
08/04/50,
09/04/50,
10/04/50,
11/04/50,
12/04/50,
13/04/50,
14/04/50,
15/04/50,
16/04/50,
17/04/50,
18/04/50,
19/04/50,
20/04/50,
21/04/50,
22/04/50,
23/04/50,
24/04/50,
25/04/50,
26/04/50,
27/04/50,
28/04/50,
29/04/50,
30/04/50,
01/05/50,
02/05/50,
03/05/50,
04/05/50,
05/05/50,
06/05/50,
07/05/50,
08/05/50,
09/05/50,
10/05/50,
11/05/50,
12/05/50,
13/05/50,
14/05/50,
15/05/50,
16/05/50,
17/05/50,
18/05/50,
19/05/50,
20/05/50,
21/05/50,
22/05/50,
23/05/50,
24/05/50,
25/05/50,
26/05/50,
27/05/50,
28/05/50,
29/05/50,
30/05/50,
31/05/50,
01/06/50,
02/06/50,
03/06/50,
04/06/50,
05/06/50,
06/06/50,
07/06/50,
08/06/50,
09/06/50,
10/06/50,
11/06/50,
12/06/50,
13/06/50,
14/06/50,
15/06/50,
16/06/50,
17/06/50,
18/06/50,
19/06/50,
20/06/50,
21/06/50,
22/06/50,
23/06/50,
24/06/50,
25/06/50,
26/06/50,
27/06/50,
28/06/50,
29/06/50,
30/06/50,
01/07/50,
02/07/50,
03/07/50,
04/07/50,
05/07/50,
06/07/50,
07/07/50,
08/07/50,
09/07/50,
10/07/50,
11/07/50,
